,Age,Job,Credit amount,Duration,Credit_per_Duration,Sex,Housing,Saving accounts,Checking account,Purpose,Age_Group
76,34,2,3965,42,94.4047619047619,male,own,little,little,radio/TV,Adult
256,35,1,2684,24,111.83333333333333,male,own,little,little,radio/TV,Adult
364,25,0,2473,18,137.38888888888889,male,own,little,little,furniture/equipment,Young
223,32,2,2978,24,124.08333333333333,male,own,little,little,business,Adult
127,30,2,639,12,53.25,male,own,little,moderate,repairs,Adult
405,22,2,2039,24,84.95833333333333,male,own,little,moderate,radio/TV,Young
302,37,1,1344,24,56.0,male,own,little,rich,car,Middle
471,23,2,448,6,74.66666666666667,female,own,little,little,education,Young
687,30,2,2862,36,79.5,male,free,moderate,moderate,car,Adult
805,24,2,9271,36,257.52777777777777,male,own,little,little,car,Young
274,34,1,11998,30,399.93333333333334,male,own,little,little,repairs,Adult
559,31,1,1928,18,107.11111111111111,male,own,little,moderate,furniture/equipment,Adult
975,57,1,1258,24,52.416666666666664,female,own,quite rich,rich,radio/TV,Senior
309,22,1,276,9,30.666666666666668,male,rent,little,moderate,car,Young
505,27,1,1309,10,130.9,male,own,little,little,car,Adult
106,39,3,6458,18,358.77777777777777,male,own,little,little,car,Middle
57,31,2,9566,36,265.72222222222223,female,own,little,little,radio/TV,Adult
811,28,1,484,6,80.66666666666667,male,own,little,moderate,radio/TV,Adult
91,54,2,1409,12,117.41666666666667,male,own,little,little,car,Senior
555,22,2,1331,12,110.91666666666667,male,own,little,moderate,radio/TV,Young
827,36,2,4165,18,231.38888888888889,male,own,little,little,business,Middle
456,36,2,3905,11,355.0,male,rent,little,little,car,Middle
622,38,2,3914,48,81.54166666666667,male,own,little,little,business,Middle
766,31,1,3108,30,103.6,male,own,little,little,furniture/equipment,Adult
755,32,2,1285,24,53.541666666666664,female,rent,little,little,car,Adult
640,27,0,750,18,41.666666666666664,female,own,little,little,education,Adult
160,36,2,2872,24,119.66666666666667,male,own,moderate,little,radio/TV,Middle
475,26,2,3114,18,173.0,female,rent,little,little,furniture/equipment,Adult
560,49,2,2964,24,123.5,male,free,little,little,car,Middle
55,26,1,783,6,130.5,male,own,little,little,car,Adult
878,27,3,1422,9,158.0,male,free,little,little,car,Adult
60,27,2,1391,9,154.55555555555554,male,own,little,moderate,business,Adult
812,24,2,9629,36,267.47222222222223,male,own,little,little,car,Young
281,50,2,1574,12,131.16666666666666,male,own,little,little,furniture/equipment,Middle
480,23,1,3573,12,297.75,female,own,little,moderate,radio/TV,Young
935,30,3,1919,30,63.96666666666667,male,own,moderate,moderate,radio/TV,Adult
619,49,1,640,12,53.333333333333336,male,own,little,little,car,Middle
181,30,3,4455,36,123.75,male,own,little,moderate,business,Adult
427,46,2,1149,18,63.833333333333336,male,own,rich,little,radio/TV,Middle
449,61,2,1512,15,100.8,male,own,rich,moderate,repairs,Senior
209,55,2,1413,12,117.75,male,own,rich,little,car,Senior
760,59,2,5045,15,336.3333333333333,female,own,little,little,car,Senior
207,26,2,1424,12,118.66666666666667,male,own,little,moderate,domestic appliances,Adult
748,26,2,5248,21,249.9047619047619,male,own,little,little,car,Adult
585,20,2,2039,18,113.27777777777777,female,rent,little,little,furniture/equipment,Young
321,32,2,1938,24,80.75,male,own,little,little,radio/TV,Adult
186,74,3,5129,9,569.8888888888889,female,free,little,moderate,car,Senior
824,35,3,3780,18,210.0,male,own,little,little,furniture/equipment,Adult
676,33,2,5150,24,214.58333333333334,male,own,little,little,furniture/equipment,Adult
327,34,2,1525,24,63.541666666666664,female,own,rich,little,car,Adult
452,34,2,2759,12,229.91666666666666,male,own,little,little,furniture/equipment,Adult
25,36,1,1374,6,229.0,male,own,little,little,furniture/equipment,Middle
224,30,2,4657,15,310.46666666666664,male,own,little,little,car,Adult
835,48,2,1082,12,90.16666666666667,male,own,little,little,car,Middle
825,30,2,1602,21,76.28571428571429,male,own,little,little,car,Adult
156,48,2,1288,9,143.11111111111111,male,own,moderate,little,repairs,Middle
634,25,1,1355,24,56.458333333333336,female,own,little,moderate,car,Young
145,30,2,3566,48,74.29166666666667,male,own,moderate,moderate,business,Adult
633,19,2,1980,9,220.0,female,rent,little,little,furniture/equipment,Young
295,26,2,9960,48,207.5,female,own,little,moderate,furniture/equipment,Adult
470,22,2,3092,24,128.83333333333334,male,rent,moderate,moderate,radio/TV,Young
299,32,2,2745,21,130.71428571428572,male,own,rich,moderate,furniture/equipment,Adult
611,48,1,1240,10,124.0,female,free,moderate,rich,car,Middle
897,35,2,1592,12,132.66666666666666,female,own,rich,little,furniture/equipment,Adult
42,44,1,6204,18,344.6666666666667,male,own,little,moderate,repairs,Middle
636,28,2,1376,24,57.333333333333336,female,own,quite rich,little,radio/TV,Adult
903,40,2,1386,15,92.4,male,rent,little,little,radio/TV,Middle
642,40,3,4623,15,308.2,male,own,moderate,little,education,Middle
205,38,3,10623,30,354.1,male,free,little,little,car,Middle
363,21,2,1766,6,294.3333333333333,male,rent,little,little,furniture/equipment,Young
312,26,2,3749,24,156.20833333333334,female,own,little,rich,furniture/equipment,Adult
695,50,2,1236,6,206.0,male,rent,quite rich,little,car,Middle
366,27,2,3850,18,213.88888888888889,male,own,little,little,car,Adult
149,46,2,1582,18,87.88888888888889,male,own,rich,little,radio/TV,Middle
250,39,1,666,6,111.0,female,own,rich,little,car,Middle
565,23,2,1553,24,64.70833333333333,female,rent,moderate,moderate,radio/TV,Young
340,24,2,5743,24,239.29166666666666,female,free,little,moderate,education,Young
137,66,1,766,12,63.833333333333336,male,own,quite rich,moderate,radio/TV,Senior
204,38,1,1495,12,124.58333333333333,male,own,little,little,car,Middle
703,41,2,2503,30,83.43333333333334,male,own,moderate,moderate,business,Middle
911,25,1,4736,24,197.33333333333334,female,own,little,moderate,furniture/equipment,Young
757,39,2,1271,15,84.73333333333333,male,free,little,rich,radio/TV,Middle
616,27,3,9157,60,152.61666666666667,male,free,little,moderate,radio/TV,Adult
280,23,2,3368,15,224.53333333333333,male,rent,rich,little,car,Young
333,24,1,11590,48,241.45833333333334,female,rent,moderate,little,car,Young
162,36,2,1262,15,84.13333333333334,male,own,quite rich,little,domestic appliances,Middle
627,29,2,1437,9,159.66666666666666,male,own,moderate,moderate,car,Adult
688,35,2,2753,9,305.8888888888889,male,own,moderate,little,radio/TV,Adult
461,36,2,1721,15,114.73333333333333,male,own,little,little,car,Middle
361,37,3,3399,12,283.25,male,own,little,rich,radio/TV,Middle
360,61,2,1239,18,68.83333333333333,male,free,little,moderate,education,Senior
535,33,2,2319,21,110.42857142857143,male,rent,little,rich,education,Adult
344,37,1,3949,10,394.9,male,own,little,rich,car,Middle
547,32,2,1552,24,64.66666666666667,male,own,little,little,radio/TV,Adult
400,39,2,1473,18,81.83333333333333,male,own,little,little,radio/TV,Middle
185,31,2,1360,15,90.66666666666667,male,own,little,little,radio/TV,Adult
885,53,2,795,12,66.25,female,own,little,little,education,Senior
672,42,3,10366,60,172.76666666666668,male,own,little,little,car,Middle
949,31,2,3621,24,150.875,male,own,moderate,little,radio/TV,Adult
406,43,2,2197,24,91.54166666666667,male,own,little,little,car,Middle
596,23,2,1442,24,60.083333333333336,female,rent,little,little,car,Young
981,33,3,4844,48,100.91666666666667,male,rent,little,little,business,Adult
880,38,3,7814,24,325.5833333333333,male,own,little,little,car,Middle
324,36,2,1028,18,57.111111111111114,female,own,little,little,car,Middle
718,31,2,3148,24,131.16666666666666,male,own,little,rich,radio/TV,Adult
153,29,2,7758,24,323.25,female,rent,rich,moderate,car,Adult
819,26,2,1345,18,74.72222222222223,male,own,little,little,radio/TV,Adult
595,32,1,931,6,155.16666666666666,female,own,moderate,moderate,car,Adult
384,26,1,4272,30,142.4,male,own,moderate,little,business,Adult
459,32,2,4594,18,255.22222222222223,male,own,little,little,radio/TV,Adult
744,30,3,14179,39,363.56410256410254,male,own,little,little,furniture/equipment,Adult
56,52,3,6468,12,539.0,male,own,little,moderate,radio/TV,Senior
481,26,2,1201,24,50.041666666666664,male,own,little,moderate,car,Adult
335,44,3,3384,6,564.0,male,rent,little,little,furniture/equipment,Middle
102,24,2,932,6,155.33333333333334,female,own,little,little,radio/TV,Young
855,33,2,1474,24,61.416666666666664,male,own,moderate,little,car,Adult
486,52,2,3077,12,256.4166666666667,male,own,little,little,radio/TV,Senior
119,36,3,2366,12,197.16666666666666,male,own,quite rich,moderate,car,Middle
87,47,2,12612,36,350.3333333333333,male,free,moderate,moderate,education,Middle
961,47,2,2353,21,112.04761904761905,male,own,little,moderate,car,Middle
48,39,1,7228,11,657.0909090909091,male,own,little,little,car,Middle
260,27,2,1657,12,138.08333333333334,male,own,little,little,furniture/equipment,Adult
829,38,2,6681,48,139.1875,male,free,little,moderate,business,Middle
702,47,2,1377,24,57.375,female,free,moderate,rich,radio/TV,Middle
685,34,2,6527,60,108.78333333333333,male,free,little,little,car,Adult
29,63,2,6836,60,113.93333333333334,male,own,little,little,business,Senior
197,27,2,951,12,79.25,female,rent,moderate,moderate,furniture/equipment,Adult
613,22,2,3632,24,151.33333333333334,female,rent,little,little,car,Young
638,34,2,1493,12,124.41666666666667,female,own,little,little,radio/TV,Adult
146,39,2,860,6,143.33333333333334,female,own,little,little,car,Middle
245,25,2,1258,24,52.416666666666664,male,own,little,little,business,Young
307,33,1,727,12,60.583333333333336,male,own,moderate,little,radio/TV,Adult
116,30,3,7174,42,170.8095238095238,female,own,little,little,radio/TV,Adult
891,46,2,1829,15,121.93333333333334,male,own,little,little,radio/TV,Middle
415,35,2,5842,36,162.27777777777777,male,own,little,little,car,Adult
169,31,2,1935,24,80.625,male,own,little,moderate,business,Adult
264,32,1,1231,10,123.1,male,own,little,little,car,Adult
15,32,1,1282,24,53.416666666666664,female,own,moderate,little,radio/TV,Adult
965,26,2,1715,30,57.166666666666664,female,own,little,moderate,radio/TV,Adult
215,39,1,932,6,155.33333333333334,female,own,little,moderate,education,Middle
632,23,2,1444,15,96.26666666666667,male,own,little,moderate,radio/TV,Young
45,35,3,1393,11,126.63636363636364,female,own,little,little,car,Adult
758,31,2,1393,24,58.041666666666664,male,own,little,little,car,Adult
98,36,2,2337,36,64.91666666666667,male,own,little,moderate,radio/TV,Middle
960,30,2,1740,6,290.0,male,rent,little,little,radio/TV,Adult
385,25,2,2238,18,124.33333333333333,female,own,little,little,radio/TV,Young
356,49,2,2331,12,194.25,male,own,little,little,radio/TV,Middle
582,26,2,1388,9,154.22222222222223,female,rent,little,little,furniture/equipment,Adult
63,25,2,14421,48,300.4375,male,own,little,moderate,business,Young
247,35,2,1204,6,200.66666666666666,male,rent,moderate,little,car,Adult
776,37,2,3535,36,98.19444444444444,male,own,little,little,car,Middle
689,31,2,3651,12,304.25,male,own,rich,little,car,Adult
354,46,2,727,10,72.7,male,free,quite rich,little,education,Middle
40,30,3,2333,30,77.76666666666667,male,own,quite rich,little,radio/TV,Adult
872,26,2,1382,24,57.583333333333336,male,own,moderate,little,business,Adult
126,40,1,701,12,58.416666666666664,male,own,little,little,radio/TV,Middle
328,31,2,4473,36,124.25,male,own,little,rich,radio/TV,Adult
543,34,1,2864,18,159.11111111111111,male,own,little,rich,furniture/equipment,Adult
773,52,2,2223,24,92.625,male,own,moderate,little,radio/TV,Senior
526,31,2,1532,15,102.13333333333334,female,own,moderate,little,education,Adult
820,27,2,1101,12,91.75,male,own,little,little,car,Adult
265,37,2,802,15,53.46666666666667,male,own,little,moderate,radio/TV,Middle
533,26,2,1311,24,54.625,male,own,moderate,little,radio/TV,Adult
113,25,2,7855,36,218.19444444444446,female,own,little,little,car,Young
437,37,2,1287,24,53.625,female,own,rich,little,car,Middle
581,49,1,3124,12,260.3333333333333,male,own,little,moderate,car,Middle
918,33,2,2359,24,98.29166666666667,male,own,moderate,little,furniture/equipment,Adult
168,25,2,3972,24,165.5,female,rent,little,little,furniture/equipment,Young
401,28,2,1887,18,104.83333333333333,male,own,little,moderate,business,Adult
339,31,1,1521,10,152.1,male,own,little,moderate,furniture/equipment,Adult
706,24,2,6560,48,136.66666666666666,male,own,moderate,moderate,car,Young
358,28,2,776,12,64.66666666666667,male,own,little,little,radio/TV,Adult
909,33,1,3195,9,355.0,female,own,little,moderate,car,Adult
823,47,1,731,8,91.375,male,own,little,little,car,Middle
173,33,2,1414,8,176.75,male,own,little,moderate,radio/TV,Adult
345,43,1,1459,15,97.26666666666667,female,own,little,little,radio/TV,Middle
20,48,2,2134,9,237.11111111111111,male,own,little,little,car,Middle
323,28,2,2659,18,147.72222222222223,male,own,rich,little,furniture/equipment,Adult
10,25,2,1295,12,107.91666666666667,female,rent,little,moderate,car,Young
621,32,2,1530,18,85.0,male,own,little,little,car,Adult
191,34,1,3844,48,80.08333333333333,male,free,moderate,moderate,business,Adult
842,23,2,1943,18,107.94444444444444,female,own,little,little,repairs,Young
769,63,1,1655,12,137.91666666666666,male,own,little,little,radio/TV,Senior
926,21,2,1049,18,58.27777777777778,female,rent,little,little,furniture/equipment,Young
202,26,2,5117,27,189.5185185185185,male,own,little,little,business,Adult
201,27,1,1168,12,97.33333333333333,male,own,little,little,car,Adult
763,30,3,12680,21,603.8095238095239,male,free,little,little,car,Adult
426,29,2,2743,28,97.96428571428571,male,own,little,little,radio/TV,Adult
737,35,1,4380,18,243.33333333333334,male,own,moderate,little,car,Adult
674,41,1,2580,21,122.85714285714286,male,own,quite rich,little,business,Middle
979,25,2,1264,15,84.26666666666667,male,rent,moderate,moderate,car,Young
59,23,1,6229,36,173.02777777777777,female,rent,little,little,furniture/equipment,Young
521,24,2,3190,18,177.22222222222223,female,own,little,little,radio/TV,Young
332,24,3,7408,60,123.46666666666667,female,own,moderate,moderate,car,Young
31,27,2,4020,24,167.5,male,own,little,little,furniture/equipment,Adult
17,25,2,8072,30,269.06666666666666,male,own,little,little,business,Young
428,20,2,1313,9,145.88888888888889,male,own,little,little,furniture/equipment,Young
157,45,1,339,12,28.25,male,own,little,little,education,Middle
237,61,1,2767,21,131.76190476190476,male,rent,moderate,moderate,business,Senior
396,55,3,2578,12,214.83333333333334,female,free,little,little,furniture/equipment,Senior
118,23,2,4281,33,129.72727272727272,female,own,quite rich,little,furniture/equipment,Young
18,44,3,12579,24,524.125,female,free,little,moderate,car,Middle
876,36,3,1940,18,107.77777777777777,male,free,little,little,radio/TV,Middle
631,44,2,1553,18,86.27777777777777,male,own,little,little,furniture/equipment,Middle
711,35,2,1198,6,199.66666666666666,female,free,little,little,education,Adult
81,47,2,1213,15,80.86666666666666,male,own,quite rich,little,radio/TV,Middle
968,29,2,7166,42,170.61904761904762,male,rent,little,little,radio/TV,Adult
453,35,3,2670,24,111.25,male,own,little,little,car,Adult
348,34,1,1743,6,290.5,male,own,moderate,little,business,Adult
84,52,1,2315,10,231.5,male,own,little,little,radio/TV,Senior
100,41,1,1469,24,61.208333333333336,male,rent,moderate,little,car,Middle
821,24,2,3016,12,251.33333333333334,male,own,little,rich,radio/TV,Young
136,27,2,8613,27,319.0,male,own,rich,little,car,Adult
8,61,1,3059,12,254.91666666666666,male,own,rich,little,radio/TV,Senior
161,30,2,1055,18,58.611111111111114,female,own,little,little,car,Adult
807,65,2,930,12,77.5,male,own,little,little,radio/TV,Senior
939,46,3,6842,24,285.0833333333333,male,own,little,little,car,Middle
624,65,2,2600,18,144.44444444444446,male,free,little,little,radio/TV,Senior
946,30,2,3349,24,139.54166666666666,male,free,quite rich,little,furniture/equipment,Adult
723,66,1,790,9,87.77777777777777,female,own,quite rich,moderate,radio/TV,Senior
894,29,2,1169,18,64.94444444444444,male,own,little,little,radio/TV,Adult
686,27,2,1347,10,134.7,male,own,little,rich,radio/TV,Adult
959,30,2,3069,24,127.875,male,free,moderate,moderate,furniture/equipment,Adult
380,39,2,2212,20,110.6,male,own,little,little,furniture/equipment,Middle
369,40,2,3001,18,166.72222222222223,female,rent,little,moderate,furniture/equipment,Middle
210,33,2,3074,9,341.55555555555554,male,own,little,little,radio/TV,Adult
482,57,2,3622,30,120.73333333333333,female,rent,rich,little,furniture/equipment,Senior
648,38,2,947,24,39.458333333333336,male,free,little,rich,car,Middle
762,24,1,2214,12,184.5,male,own,little,little,radio/TV,Young
989,48,1,1743,24,72.625,male,own,little,moderate,radio/TV,Middle
139,44,1,1881,12,156.75,female,rent,little,rich,radio/TV,Middle
246,52,2,717,12,59.75,male,own,little,little,radio/TV,Senior
472,28,1,654,9,72.66666666666667,male,own,little,little,car,Adult
945,30,2,8358,48,174.125,female,own,quite rich,moderate,car,Adult
203,21,2,902,12,75.16666666666667,male,rent,little,little,education,Young
262,36,3,5302,18,294.55555555555554,male,free,little,little,car,Middle
439,26,0,609,12,50.75,female,own,little,rich,business,Adult
954,29,2,1893,12,157.75,female,own,little,little,car,Adult
164,36,2,909,36,25.25,male,own,quite rich,little,car,Middle
351,29,2,959,9,106.55555555555556,female,own,little,moderate,furniture/equipment,Adult
294,46,3,7629,48,158.9375,male,own,little,little,business,Middle
628,36,2,4042,42,96.23809523809524,male,own,quite rich,little,furniture/equipment,Middle
376,34,2,2320,18,128.88888888888889,male,own,little,little,radio/TV,Adult
101,24,2,2323,36,64.52777777777777,male,rent,little,moderate,radio/TV,Young
841,28,1,2993,21,142.52380952380952,male,own,little,little,car,Adult
292,44,3,6419,24,267.4583333333333,female,free,little,little,car,Middle
692,29,2,2896,24,120.66666666666667,male,own,moderate,moderate,radio/TV,Adult
438,65,0,3394,42,80.80952380952381,male,own,little,little,repairs,Senior
393,31,2,1957,6,326.1666666666667,female,own,little,little,radio/TV,Adult
536,75,3,1374,6,229.0,female,own,little,little,car,Senior
258,23,2,3812,15,254.13333333333333,female,own,moderate,little,car,Young
669,47,2,3017,30,100.56666666666666,male,own,little,rich,radio/TV,Middle
391,19,1,983,12,81.91666666666667,female,rent,rich,moderate,furniture/equipment,Young
313,25,1,685,12,57.083333333333336,male,own,little,moderate,car,Young
721,24,2,433,6,72.16666666666667,female,rent,rich,moderate,education,Young
649,40,1,684,12,57.0,male,rent,little,little,education,Middle
756,74,0,1299,6,216.5,male,own,little,rich,car,Senior
508,28,2,1413,24,58.875,male,own,little,little,radio/TV,Adult
765,40,1,1155,12,96.25,male,own,little,moderate,radio/TV,Middle
629,64,1,3832,9,425.77777777777777,male,own,little,little,education,Senior
846,68,2,6761,18,375.6111111111111,male,rent,little,little,car,Senior
916,32,2,2848,10,284.8,male,own,moderate,little,car,Adult
680,56,2,1538,6,256.3333333333333,female,own,little,little,education,Senior
814,46,2,3931,48,81.89583333333333,male,free,little,little,car,Middle
705,35,2,5324,15,354.93333333333334,female,free,quite rich,little,car,Adult
460,37,2,3620,36,100.55555555555556,male,own,little,little,furniture/equipment,Middle
924,55,2,6872,24,286.3333333333333,male,own,little,little,furniture/equipment,Senior
549,35,2,8858,48,184.54166666666666,male,free,little,little,car,Adult
787,38,2,2751,48,57.3125,male,own,little,little,car,Middle
592,36,1,1572,21,74.85714285714286,female,own,rich,little,business,Middle
231,51,1,2507,9,278.55555555555554,male,free,quite rich,little,car,Senior
578,27,2,2820,36,78.33333333333333,male,own,little,moderate,car,Adult
418,31,3,2782,21,132.47619047619048,female,own,quite rich,little,car,Adult
867,42,2,3331,12,277.5833333333333,male,own,little,little,furniture/equipment,Middle
357,26,3,4463,36,123.97222222222223,male,own,little,little,radio/TV,Adult
612,29,2,3357,21,159.85714285714286,female,own,rich,little,radio/TV,Adult
731,21,1,1987,24,82.79166666666667,male,rent,little,little,radio/TV,Young
218,24,1,3021,24,125.875,male,rent,little,little,furniture/equipment,Young
573,22,1,806,15,53.733333333333334,female,own,little,little,business,Young
226,27,2,10961,48,228.35416666666666,male,own,rich,moderate,radio/TV,Adult
849,57,1,709,12,59.083333333333336,male,own,little,little,radio/TV,Senior
466,29,1,1659,24,69.125,female,rent,little,little,radio/TV,Adult
866,27,2,2389,18,132.72222222222223,female,own,little,little,radio/TV,Adult
775,25,2,1371,24,57.125,female,rent,little,little,car,Young
734,37,2,3380,4,845.0,female,own,little,little,car,Middle
269,25,2,999,24,41.625,male,own,little,little,radio/TV,Young
614,22,2,1808,18,100.44444444444444,female,own,little,little,furniture/equipment,Young
509,45,3,8588,39,220.2051282051282,male,own,moderate,little,car,Middle
343,33,3,4439,18,246.61111111111111,male,own,little,moderate,business,Adult
478,39,1,1037,12,86.41666666666667,male,own,moderate,moderate,business,Middle
24,26,2,2069,10,206.9,male,own,little,little,furniture/equipment,Adult
74,40,3,1977,36,54.916666666666664,male,own,little,little,education,Middle
574,27,1,1082,9,120.22222222222223,male,own,little,moderate,radio/TV,Adult
898,33,1,2186,15,145.73333333333332,female,rent,little,little,furniture/equipment,Adult
75,66,3,1526,12,127.16666666666667,male,free,little,little,car,Senior
443,41,1,719,12,59.916666666666664,male,own,little,little,education,Middle
442,29,2,2629,20,131.45,male,own,little,moderate,vacation/others,Adult
902,42,2,10477,36,291.02777777777777,male,free,little,little,car,Middle
230,26,2,4210,36,116.94444444444444,male,own,little,rich,radio/TV,Adult
402,27,2,8648,24,360.3333333333333,male,own,little,little,business,Adult
349,32,2,1136,9,126.22222222222223,male,free,rich,moderate,education,Adult
764,27,2,2463,24,102.625,male,own,moderate,little,car,Adult
826,33,2,3966,18,220.33333333333334,female,rent,little,little,car,Adult
109,35,2,1410,14,100.71428571428571,male,own,quite rich,moderate,business,Adult
110,31,2,1449,6,241.5,male,own,moderate,moderate,business,Adult
501,42,2,5493,36,152.58333333333334,male,free,little,little,car,Middle
971,43,1,7393,24,308.0416666666667,male,own,little,little,car,Middle
743,22,2,2483,24,103.45833333333333,male,own,quite rich,little,furniture/equipment,Young
150,42,2,1346,6,224.33333333333334,male,free,moderate,little,radio/TV,Middle
958,45,1,4006,28,143.07142857142858,male,own,little,little,car,Middle
604,23,2,1275,10,127.5,female,own,little,rich,furniture/equipment,Young
728,59,2,6416,48,133.66666666666666,female,rent,little,moderate,business,Senior
588,47,1,1217,18,67.61111111111111,male,own,little,little,domestic appliances,Middle
964,22,1,454,6,75.66666666666667,male,own,little,moderate,repairs,Young
978,47,1,2538,24,105.75,male,own,little,little,car,Middle
179,65,2,571,21,27.19047619047619,male,own,little,little,car,Senior
314,29,1,1494,4,373.5,male,own,little,rich,car,Adult
713,25,1,1138,9,126.44444444444444,male,own,little,little,radio/TV,Young
618,21,2,3441,30,114.7,female,rent,moderate,moderate,furniture/equipment,Young
94,54,2,1318,12,109.83333333333333,male,own,rich,moderate,car,Senior
983,26,2,8229,36,228.58333333333334,male,own,little,little,car,Adult
53,31,2,3378,18,187.66666666666666,male,own,little,little,car,Adult
491,42,3,8318,27,308.0740740740741,female,free,little,moderate,business,Middle
440,39,3,1884,12,157.0,male,own,little,little,car,Middle
956,49,1,3656,30,121.86666666666666,male,own,little,rich,radio/TV,Middle
180,28,2,9572,36,265.8888888888889,male,own,little,little,business,Adult
982,28,3,2923,21,139.1904761904762,female,own,moderate,rich,car,Adult
495,20,2,2996,24,124.83333333333333,male,own,little,little,furniture/equipment,Young
444,30,3,5096,48,106.16666666666667,female,own,little,moderate,furniture/equipment,Adult
95,58,2,15945,54,295.27777777777777,male,rent,little,moderate,business,Senior
507,34,3,6850,15,456.6666666666667,male,own,moderate,moderate,car,Adult
659,41,2,6361,18,353.3888888888889,male,own,little,moderate,furniture/equipment,Middle
382,25,2,1283,22,58.31818181818182,female,rent,little,little,car,Young
253,35,2,4151,24,172.95833333333334,male,own,moderate,little,furniture/equipment,Adult
833,42,2,5084,24,211.83333333333334,female,own,little,moderate,radio/TV,Middle
92,33,1,797,12,66.41666666666667,female,own,little,little,radio/TV,Adult
254,24,2,2030,9,225.55555555555554,male,own,little,moderate,furniture/equipment,Young
883,65,0,1098,18,61.0,female,own,little,little,radio/TV,Senior
973,36,2,7297,60,121.61666666666666,male,rent,little,little,business,Middle
908,46,1,3594,15,239.6,female,own,little,little,car,Middle
554,67,3,1199,9,133.22222222222223,female,own,little,moderate,education,Senior
334,23,2,4110,24,171.25,male,rent,little,little,furniture/equipment,Young
605,22,2,2828,24,117.83333333333333,male,own,quite rich,little,furniture/equipment,Young
937,30,3,2063,6,343.8333333333333,male,rent,little,moderate,radio/TV,Adult
572,26,3,5433,24,226.375,female,rent,little,little,car,Adult
519,36,2,700,6,116.66666666666667,male,free,little,little,radio/TV,Middle
520,44,2,5507,24,229.45833333333334,male,free,little,little,repairs,Middle
641,38,1,1308,15,87.2,male,own,little,moderate,repairs,Middle
873,24,2,874,15,58.266666666666666,female,own,little,little,domestic appliances,Young
871,46,2,1343,6,223.83333333333334,male,own,little,rich,car,Middle
527,42,1,1503,4,375.75,male,own,little,little,radio/TV,Middle
454,31,2,4817,24,200.70833333333334,male,own,little,little,car,Adult
416,33,1,2579,12,214.91666666666666,male,own,little,little,car,Adult
859,26,2,3577,9,397.44444444444446,male,rent,moderate,little,car,Adult
448,55,3,1424,12,118.66666666666667,female,own,little,rich,furniture/equipment,Senior
284,37,2,3878,24,161.58333333333334,male,own,moderate,moderate,car,Middle
810,26,2,907,8,113.375,male,own,little,moderate,business,Adult
740,32,2,2325,24,96.875,male,own,moderate,little,car,Adult
310,40,0,5381,48,112.10416666666667,male,free,little,moderate,vacation/others,Middle
429,55,0,1190,18,66.11111111111111,female,free,little,little,repairs,Senior
589,60,2,2246,12,187.16666666666666,male,own,little,little,furniture/equipment,Senior
39,24,2,458,9,50.888888888888886,male,own,little,moderate,radio/TV,Young
738,45,3,6761,6,1126.8333333333333,male,own,little,little,car,Middle
445,41,1,1244,9,138.22222222222223,female,rent,little,little,education,Middle
268,45,3,8978,14,641.2857142857143,male,own,little,little,car,Middle
851,43,2,4042,24,168.41666666666666,male,own,little,little,car,Middle
23,44,2,1804,12,150.33333333333334,male,own,moderate,moderate,car,Middle
778,38,3,5711,36,158.63888888888889,male,own,rich,little,car,Middle
240,29,2,915,24,38.125,female,own,little,little,car,Adult
300,54,0,672,6,112.0,female,own,little,little,car,Senior
500,27,2,3123,24,130.125,female,own,little,little,car,Adult
795,22,2,2301,9,255.66666666666666,female,rent,moderate,little,furniture/equipment,Young
425,21,2,2779,18,154.38888888888889,male,rent,little,moderate,car,Young
227,53,3,7865,12,655.4166666666666,male,free,little,little,furniture/equipment,Senior
651,37,1,1922,12,160.16666666666666,male,own,little,moderate,furniture/equipment,Middle
774,66,0,1480,12,123.33333333333333,male,free,quite rich,rich,car,Senior
4,53,2,4870,24,202.91666666666666,male,free,little,little,car,Senior
61,50,2,1537,15,102.46666666666667,male,own,little,moderate,radio/TV,Middle
188,20,2,674,12,56.166666666666664,male,own,moderate,little,radio/TV,Young
516,40,1,1361,6,226.83333333333334,male,own,little,little,car,Middle
41,26,2,1158,12,96.5,male,own,quite rich,moderate,radio/TV,Adult
97,34,2,2622,18,145.66666666666666,male,own,moderate,moderate,business,Adult
714,27,3,14027,60,233.78333333333333,male,own,little,moderate,car,Adult
919,39,3,3345,24,139.375,male,rent,little,little,furniture/equipment,Middle
990,37,1,3565,12,297.0833333333333,male,own,little,little,education,Middle
700,29,1,1123,12,93.58333333333333,female,rent,quite rich,little,furniture/equipment,Adult
865,20,2,2221,15,148.06666666666666,female,rent,quite rich,little,furniture/equipment,Young
868,37,2,7409,36,205.80555555555554,male,own,little,little,business,Middle
65,48,2,5190,27,192.22222222222223,male,own,little,little,repairs,Middle
441,30,2,1620,12,135.0,female,own,little,little,furniture/equipment,Adult
838,63,2,2957,24,123.20833333333333,male,own,little,little,car,Senior
822,41,2,2712,36,75.33333333333333,male,own,little,little,furniture/equipment,Middle
901,44,2,3485,20,174.25,male,own,little,little,car,Middle
117,27,2,2132,10,213.2,female,rent,little,little,furniture/equipment,Adult
934,23,2,1498,12,124.83333333333333,female,own,little,little,radio/TV,Young
900,43,2,2625,16,164.0625,male,rent,little,little,car,Middle
488,35,1,1418,10,141.8,male,rent,moderate,little,car,Adult
